customer_tweet_id,customer_id,customer_message,reference_reply,reply_tweet_id,intent,created_at
1708,116083,"being charged for amazon prime when I go to cancel it, it’s saying I’m not a member😠😠😠",Hmm... We'd like to take a better look at this with you. Please reach us via phone/chat here: https://t.co/JzP7hlA23B,1707,subscription_and_prime,Tue Oct 31 19:11:00 +0000 2017
1715,116086,Seriously ? I order 6 identical washing up bowls and they are all being dispatched as separate orders? My phone is buzzing non-stop!,Sorry for the inconvenience! Check out how to manage your notifications here: https://t.co/DLN4bDuc5B,1714,order_status_delivery,Tue Oct 31 22:40:00 +0000 2017
1718,116087,"I ordered some parts of my costume late, but my amazon has a map of the driver and they're like, 6 houses away.",I'm sorry for the long wait; what is your current order status showing when you review it: https://t.co/Y5jpI9gRhE?,1716,order_status_delivery,Tue Oct 31 22:39:27 +0000 2017
1717,116087,"My package just got here. All good, thank you!","Thank you for keeping us posted, Rachael!",1719,order_status_delivery,Tue Oct 31 22:44:33 +0000 2017
1722,116088,"Saying I preordered to early, terrible customer service. Won’t renew prime if this isn’t fixed.","I'm sorry for the frustration, Anthony! Can you tell me more about which pre-order bonuses are missing?",1720,order_status_delivery,Tue Oct 31 22:36:00 +0000 2017
1721,116088,Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(,"We'd like to see what we can do to help. What date did you place the order on, and which version did you order?",1723,order_status_delivery,Tue Oct 31 22:47:28 +0000 2017
1724,116088,Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..,Could you link us to the page of the item on our website? This will allow us to take a closer look at all options.,1725,order_status_delivery,Tue Oct 31 23:04:01 +0000 2017
1726,116088,Star Wars Battlefront 2 Elite Trooper Deluxe Edition Playstation 4 preorder info is in description. Thanks for help,Thanks for the link. We are not a participating retailer to receive the bonus content. Details: https://t.co/hJIrBtSMrl,1727,order_status_delivery,Tue Oct 31 23:31:00 +0000 2017
1736,116091,Two fake items in one day. Time to cancel my Amazon Prime membership.,Oh no! I'm so sorry to hear this. Was the item sold by Amazon directly or Third-party seller: https://t.co/aaDyEz1VgE.,1734,subscription_and_prime,Tue Oct 31 22:35:00 +0000 2017
1735,116091,"Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted.","We'd like to look into this with you in real time, Bry. When you can, please ring or chat in with us: https://t.co/JzP7hlA23B",1737,order_status_delivery,Tue Oct 31 22:47:00 +0000 2017
1741,116092,please spend time money to fix your app. Constant issues with it.,"Oh no, Barton! Have you tried uninstalling and re-installing the app? Perhaps a power cycle too? Please let us know.",1739,order_status_delivery,Tue Oct 31 22:34:00 +0000 2017
1740,116092,I have. No luck.,Sorry you're still having trouble! What error are you seeing when you try to use the app?,1742,order_status_delivery,Sat Nov 04 01:48:57 +0000 2017
1745,116093,My Kindle not working properly is breaking my heart! 😩💔,"Oh no! We'd like to help you with this, Kelly! Can you tell us more about what's happening with the Kindle? Thanks!",1743,digital_and_devices,Tue Oct 31 22:32:29 +0000 2017
1744,116093,It’s not allowing me to update it to register my new amazon account. I read I’d have to do so manually. Thx 4 response.,No problem! You may need to deregister the Kindle from the old account. You can see how here: https://t.co/zyUJKBZObw,1746,order_status_delivery,Tue Oct 31 22:56:37 +0000 2017
1748,116094,that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!!,"(2/2) Also, for your security, I'd recommend deleting the image, as it contains your tracking number.",1747,order_status_delivery,Tue Oct 31 22:32:27 +0000 2017
1752,116095,Truly. This is the strangest vampire book I’ve ever received. 😜 cc #misship,I'm sorry you received an incorrect item. Have you checked out our return/replacement options here: https://t.co/FRsodhtXKJ?,1750,order_status_delivery,Tue Oct 31 22:29:27 +0000 2017
2544,116314,Wasn't tracked as sent via Royal Mail. I've emailed the seller.,How long has it been since you've e-mailed the seller?,2542,order_status_delivery,Tue Oct 31 22:58:28 +0000 2017
2543,116314,"Just now, don't use Amazon much so didn't know the process if you don't receive an item","Please allow 48 hours for the seller to respond, Allen. Let us know how it works out and if we can help with anything else!",2545,order_status_delivery,Tue Oct 31 23:25:31 +0000 2017
2547,116314,Yeah I sent you a DM too. Had an email saying when it had been dispatched but nothing since.,We're unable to view any account information via Twitter. What's the current tracking shown here: https://t.co/aaDyEz1VgE?,2546,order_status_delivery,Tue Oct 31 20:26:00 +0000 2017
2549,116314,"Hi, I ordered an item on 18 Oct which said it would be delivered by 20 Oct and I still haven't received it. Can you help? Thanks",I'm sorry you haven't received it yet! Have you had an e-mail regarding the order? Please check junk/spam and let us know!,2548,order_status_delivery,Tue Oct 31 19:38:28 +0000 2017
2551,116315,"I'm learning German, so I don't really mind between German/English. If I have to choose, I say German.","Du kannst bei den Kategorien ""Bücher"" oder ""Bücher Fremdsprachig"" auswählen, wobei ersteres deinem Wunsch entspricht. Gruß",2550,order_status_delivery,Tue Oct 31 22:58:27 +0000 2017
2553,116315,"Hi. How can I restrict results to German language books, while searching titles on amazon.de?","Hi, just a question at the beginning - do you prefer answers in German or English?",2552,order_status_delivery,Tue Oct 31 17:16:26 +0000 2017
2556,116317,"I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show.","I'm so sorry for the late delivery, Kimmie! Our carriers can deliver until 8 PM, please keep us updated on its arrival.",2554,order_status_delivery,Tue Oct 31 22:58:27 +0000 2017
2555,116317,I allowed it well past 8 PM. I was never notified about any other delays,I'm sorry that it still hasn't arrived. Please contact us so that we can look into this together: https://t.co/hApLpMlfHN,2557,order_status_delivery,Wed Nov 01 02:15:00 +0000 2017
2559,116317,"hello, I’m having an issue with a same day ship order. Can you help me?",Hello! We'd love to help. Can you tell us a bit more about what's happening?,2558,order_status_delivery,Tue Oct 31 22:49:00 +0000 2017
2561,116318,Erm I bought this item for £5.99... why am I only getting £1.67 back?!,We'd like to take a closer look into this refund for you. Please reach us at:https://t.co/JzP7hlA23B,2560,order_status_delivery,Tue Oct 31 22:57:00 +0000 2017
2565,116319,Where is my order?,"I'm sorry it hasn't arrived! Please reach us here: https://t.co/e6dQwzp386, so we can look into available options.",2564,order_status_delivery,Tue Oct 31 22:54:27 +0000 2017
2568,116320,"Hey , why is your Prime 2-day delivery not arriving until Monday? Is there a holiday I don't know about?","Most items are readily available for shipping; however, some aren't and may have a longer processing time than others.",2566,order_status_delivery,Tue Oct 31 22:50:35 +0000 2017
2580,116322,the queue is clueless on Amazon Household,"I'm sorry for the frustration! Without giving account/personal details, can you please provide us with more info?",2578,order_status_delivery,Tue Oct 31 22:49:00 +0000 2017
2581,116322,"I've been in the prime queue, kindle queue, the echo queue, and now on hold again.",We'd like to look deeper into this issue. Please provide us with more information here: https://t.co/wpDDiHUP4k.,2582,digital_and_devices,Wed Nov 01 21:42:28 +0000 2017
2584,116323,Well ok but said it’s been dlvd so I can’t see how they will bother to deliver it now! I think they have washed their hands of it,We're definitely here to help! Please reach out to us by phone here: https://t.co/JzP7hlA23B,2583,order_status_delivery,Tue Oct 31 22:48:00 +0000 2017
2586,116323,not dlvd after 1 wk. U lied 2 saying left in safe place on Fri. Yesterday u said wld be dlvd 24-48hrs. Sort this now!,I'm sorry your order hasn't arrived yet! Please let us know if you haven't received it within 48 hours.,2585,order_status_delivery,Tue Oct 31 20:48:00 +0000 2017
2591,116325,No on the card. It works only half the time. Yes on USPS. They say my delivery person won’t deliver anything over 30 lbs. just sends it back,We'd like another chance to look into this. Please reach out by phone or chat: https://t.co/hApLpMlfHN Please keep us updated.,2587,order_status_delivery,Tue Oct 31 22:45:00 +0000 2017
2594,116325,Want to speak to someone at corp to address these issues.,Have you tried deleting the card from the account and re-adding it? Have you reached out to USPS about these deliveries? ^AF https://t.co/1XyLaGkcaN,2592,order_status_delivery,Tue Oct 31 20:35:32 +0000 2017
2598,116325,Multiple calls to call amazon call center with zero resolution and never a promised call back.,Can you tell us what insight / advice was provided with when you spoke with us last? We'd like to help if we can.,2595,order_status_delivery,Tue Oct 31 20:04:28 +0000 2017
2602,116325,Rapidly losing faith in and their #esl CS ability to solve problems. No resolutions or follow ups.,"Sorry for the poor experience. Without giving any account information, could you tell us what's going on? We'd love top help!",2599,order_status_delivery,Tue Oct 31 19:23:37 +0000 2017
3655,116586,"just noticed I paid £4.95 delivery on Amazon simply because I did not select the FREE delivery option, after I spent enough to qualify... what a RIP OFF, why is it not free automatically when qualifying","Hi, you can edit your order at any time before it enters the dispatch process. To do this please check out our help page: https://t.co/wRa3FyXyBb",3654,order_status_delivery,Wed Nov 22 10:13:29 +0000 2017
3724,116610,There was only one costing a lot more than £20 and FBA -stating eligibility !,"We'd like to take a look into this with you. When you have a moment, please reach out to us here: https://t.co/qy3J24VGxb",3722,order_status_delivery,Tue Oct 31 23:11:29 +0000 2017
3726,116610,Why do you say that an article is eligible for free delivery then offer nothing but standard option at £4.75?,Is everything in your basket eligible? You can find more info here: https://t.co/d1x19RiAXm Let us know if this helps!,3725,order_status_delivery,Tue Oct 31 23:02:00 +0000 2017
3729,116611,i reset my password 3 times and it still says incorrect you gotta be shitting me,I'm sorry for the trouble! Have you tried the steps outlined here? https://t.co/POJ37mWiEk,3727,account_and_security,Tue Oct 31 23:11:29 +0000 2017
3733,116612,"um, my account was locked as soon as I tried to login on desktop. I still haven’t received an email on how to get it unlocked...",I'm sorry your account is locked! Please reach out directly to us here: https://t.co/jzvkhdlrK5 so we can take a closer look.,3731,account_and_security,Tue Oct 31 23:07:02 +0000 2017
3732,116612,I can’t log in because it’s locked.,"The link ^TN provided will allow you to contact us without signing in! Select ""skip log in"" and you'll be in touch in no time!",3734,order_status_delivery,Tue Oct 31 23:36:32 +0000 2017
3737,116613,Warum ist es mir (und scheinbar auch ein paar anderen) nicht möglich per Bankeinzug zu bezahlen?,Hier findest du alle Infos darüber: https://t.co/FSmvkW0SJB,3735,order_status_delivery,Tue Oct 31 23:06:31 +0000 2017
3736,116613,Kann ich dann wenigstens mein Amazon-Konto aufladen um zu bezahlen. Ich habe keine Kreditkarte und möchte auch keine,"Du hast die Möglichkeit, Amazon.de Geschenkkarten aus dem stationären Handel für deine Bestellungen einzulösen. Gruß",3738,order_status_delivery,Wed Nov 01 05:10:28 +0000 2017
3740,116614,"na ultima atualização da entrega do meu pedido, consta que não foi possível localizar o meu endereço, poderia ajudar?",Olá Georgiano. Sinto muito em saber disso. Por favor entre em contato com o nosso SAC no seguinte link: https://t.co/ouAOLcNWp4,3739,order_status_delivery,Tue Oct 31 23:04:57 +0000 2017
3742,116615,Thanks for ruining #Halloween - still no sign of the costume I ordered in Sept. Guess Rosie will just have to sit this one out.,"Not what we like to hear at all, Ramya! Was this shipped by us or a seller? You can check here: https://t.co/PyACxvY8Qo",3741,order_status_delivery,Tue Oct 31 23:01:36 +0000 2017
3744,116616,infórmese... no voy a perder más mi tiempo...,¿Puedes explicarnos bien el inconveniente y mandarnos los detalles en este enlace por favor? https://t.co/kUkXHFkYWd,3743,order_status_delivery,Tue Oct 31 23:01:36 +0000 2017
3749,116617,why your videos on Germany breaks too?,Have you already tried a restart? Kind regards,3747,order_status_delivery,Tue Oct 31 23:00:27 +0000 2017
3748,116617,"Many times, but still failing, and it happen with some show",Is this still ongoing? What devices are you using?,3750,order_status_delivery,Wed Nov 01 05:04:00 +0000 2017
3753,116617,"Mac book pro, with Chrome",In this case please contact my colleagues via: https://t.co/LFLW8z8jr2 They will help you! Regards,3754,order_status_delivery,Wed Nov 01 10:24:27 +0000 2017
3756,116617,"I need to change the language of my account to be able to get support, which I don't have the time to do, there's any other way to contact?",Changing language is just a simple click: https://t.co/CXXk5VglR4 You can reach our support here: https://t.co/aAfOxTGpe1,3757,order_status_delivery,Thu Nov 02 10:47:31 +0000 2017
4788,116830,So sad ruined his FIRST Halloween by failing to deliver his tiny costume 2 days running #whypayprime? #amazon #prime,Oh no! Did we miss the expected delivery date from your confirmation e-mail here: https://t.co/OmqrPtDrzj Please let us know.,4787,order_status_delivery,Tue Oct 31 23:25:39 +0000 2017
4831,116846,", hi, I've bought an Amazon echo for for a present do they also need an Amazon alexa?",Alexa is a free download you will need to set-up your new Amazon Echo! You can learn more here: https://t.co/f8fHTB1Gs5,4830,digital_and_devices,Tue Oct 31 23:21:32 +0000 2017
4834,116847,Apparently if you preorder something then move and update your address the preorder doesn't update automagically. #lessonlearned?,"Uh oh! If you can't recover it, please reach out to us here and we'll see what options are available: https://t.co/VoPytkt92p",4832,order_status_delivery,Tue Oct 31 23:20:32 +0000 2017
4850,116849,"already tried help by mail and still problem persist, please close my account and don't want to be a customer anymore","I'm sorry. We can't access your account via Twitter. For assistance, please reach us here: https://t.co/jzvkhdlrK5",4846,account_and_security,Tue Oct 31 23:20:32 +0000 2017
4849,116849,"how is Amazon going to solve this? By mail, text, call, customer phone service, no one is able to help me",We want our team to investigate this further with you. Please reach out to us using the secure link: https://t.co/m1LX91jiEQ,4851,order_status_delivery,Thu Nov 02 15:12:37 +0000 2017
4853,116849,"no luck it keeps asking for code witch is not sending to my phone can Amazon eliminate the 2 step method, this is so frustrating","I'm so sorry for the frustration, Luis. We should absolutely be able to help! Please contact us using the link TN provided.",4852,order_status_delivery,Tue Oct 31 18:05:02 +0000 2017
4855,116849,"no luck on receiving the code by text or call, will I loose my account, yesterday a phone representative tried to help already",I'm sorry for the challenge signing in. Please use the link from above again so that we can help. Keep us updated!,4854,order_status_delivery,Tue Oct 31 14:13:27 +0000 2017
4857,116849,USAs Amazon. Com,Please reach out to us directly here: https://t.co/jzvkhdlrK5 We'd love to help get you logged in!,4856,order_status_delivery,Tue Oct 31 02:36:31 +0000 2017
4859,116849,Im not receiving 2step code by text or call in my smartphone can't log in into my account already got help by phone with no luck,Sorry you're having problems logging in. Please let us know which Amazon site you are using (.com .es). Thanks.,4858,order_status_delivery,Tue Oct 31 00:47:34 +0000 2017
4861,116850,"To the person or persons that stole that big, heavy Amazon box of my porch today: enjoy 200 13 gallon garbage bags!","Oh no! Have you had a chance to report this to us: https://t.co/CYqkdUakWJ? If so, what options and insight did we provide?",4860,order_status_delivery,Tue Oct 31 23:17:37 +0000 2017
4868,116852,Ordered one simple camera from 3x and all the 3x it’s been lost in transit. Ha you’ve got to be kidding me.. 😒😒😒😒😒,"I'm very sorry about your lost package, Lodi! We'd like to help! Please reach out to us here: https://t.co/hApLpMlfHN",4867,order_status_delivery,Tue Oct 31 23:16:00 +0000 2017
4947,116874,Solo dice “en reparto” pero no tiene un número de contacto con el repartidor que es de Amazon Services 😩,"Gracias por la información, Quirino. Por favor, contacta con nuestros colegas de Servicio al Cliente para una atención personalizada y puedan darte información precisa sobre tu paquete. Lo puedes hacer a través del siguiente enlace: https://t.co/beR78zMMYB",4945,order_status_delivery,Sun Nov 26 00:29:27 +0000 2017
4946,116874,Excelente servicio! Recibí mis paquetes hace un par de minutos!,¡Nos alegra saberlo Quirino! Te agradecemos que nos hayas contactado y esperamos que puedas disfrutar de tu compra. Quedamos a tu servicio. ¡Saludos!,4948,order_status_delivery,Sun Nov 26 00:47:00 +0000 2017
4950,116874,No. Como puedo contactarlo,Quirino al ingresar al correo de confirmación de compra te aparecerá un enlace en el cual esta el número de guía de tu pedido. También puedes utilizar la siguiente información para contactar con el transportista: https://t.co/mEKBC5rf63,4949,order_status_delivery,Sun Nov 26 00:23:00 +0000 2017
4952,116874,¿como puedo trackear si esta próximo a ser entregado un paquete que tiene fecha de hoy? Gracias,"¡Hola, Quirino! Lamentamos cualquier confusión generada, ¿te has puesto en contacto con el transportista asignado a la entrega?",4951,order_status_delivery,Sun Nov 26 00:19:30 +0000 2017
4954,116876,"Got 2 packages delivered today from via their AMZL service. One package gets dumped at Leasing Office, which is not the address on package 1 package gets delivered to address on package, which is my apartment. 2 drivers, different results. I was home all day.",I'm sorry for the frustration! We'd like to investigate and escalate this to the correct team. Please send us your details here: https://t.co/z3ZEuyUDXX,4953,order_status_delivery,Sun Nov 26 00:28:50 +0000 2017
4957,116877,"I swear Amazon are trying to annoy me, I've just ordered another package and had a shipped to wrong carrier facility message again and my order may be delayed. 1st echo dot and then 3 packages lost and now another echo dot possibly delayed.","I'm sorry for the ongoing trouble with your deliveries! Have you had a chance to contact us about this: https://t.co/JzP7hlA23B? If so, what information or options were we able to offer?",4955,order_status_delivery,Sun Nov 26 00:27:57 +0000 2017
4956,116877,I have no option but to see if my delivery arrives on the scheduled date. But I will contact customer services if it doesn't arrive on time.,Thanks for the additional information. Keep us posted on the arrival of your packages! Let us know if you have any further questions.,4958,order_status_delivery,Sun Nov 26 01:06:26 +0000 2017
5117,116912,"I would like it replaced not refunded. But the sale is over, and doesn’t look like you have it in stock at the site. What are my other options?","Thanks for reaching back out to us! If your item is not eligible for replacement, you can still return the item for a full refund instead. You can view your replacement and/or return options here: https://t.co/TGLNUK2VHy",5116,order_status_delivery,Sun Nov 26 00:27:27 +0000 2017
5119,116912,#Amazon who packages these games. Ordered to games and both came rattling inside their cases. One is broken. Games may have suffered scratches.,I'm sorry your items arrived in these conditions. Let's explore your return or replacement options here: https://t.co/RbboDygtAu,5118,damaged_defective_item,Sun Nov 26 00:17:29 +0000 2017
5121,116913,It's now a police matter. You could check the police report.,"I'd like to have a member of our team ensure this is escalated to the correct teams for investigation. When you have a moment, please send us as many details as possible here: https://t.co/DFWr7dqiz5",5120,order_status_delivery,Sun Nov 26 00:27:00 +0000 2017
5124,116913,Amazon delivery guy refused to give the police his ID and suddenly started sounding like an attorney. Good grief,"We'd like to make sure this is addressed, Eric. Would you tell us more about what happened?",5123,order_status_delivery,Sun Nov 26 00:16:00 +0000 2017
5134,116915,still don't know if my order has shipped or not.. BUT at least I'm a good person!,"I'm sorry for the frustration! We'd love to help but are unable to access your Amazon account via Twitter. You can view the latest tracking information for your order, including if it has shipped, here: https://t.co/Y5jpI9gRhE",5132,order_status_delivery,Sun Nov 26 00:23:27 +0000 2017
5133,116915,"No, I can't check. It shows nothing. And customer service rep was NO help.","If you would like to contact our support team via phone, please give us a call so we can review these details with you: 1-866-216-1072.",5135,order_status_delivery,Sun Nov 26 00:31:00 +0000 2017
5137,116916,WHERES MY PC CASE AMAZON. Are loss memes organic.,I'm sorry you have received your item! Can you please tell us the intended delivery date stated in your order confirmation e-mail?,5136,order_status_delivery,Sun Nov 26 00:23:27 +0000 2017
5139,116917,Just ordered . Let’s see what gets here first. My package from which has been “On It’s Way” since 1:22am or the food. #TheRaceIsOn,I'm sorry for this wait. Has the tracking information on your order updated: https://t.co/Y5jpI9gRhE? Deliveries continue through to 8PM so please keep us in the loop on your order's arrival. Thank you.,5138,order_status_delivery,Sun Nov 26 00:23:00 +0000 2017
5149,116919,Trying to get a friend's playlist on my Amazon music app but it keeps giving me the following message,Very strange! Is your friend able to replicate the issue on his app? You might also need to try uninstalling and reinstalling the app.,5148,order_status_delivery,Sun Nov 26 00:21:26 +0000 2017
5156,116921,is one of the best app in the world,"Appreciate your kind words, Dhiraj. Enjoy your weekend. :)",5154,order_status_delivery,Sun Nov 26 00:20:30 +0000 2017
5155,116921,Thank you so much once again for kinds of word,You're welcome Dhiraj. :),5157,order_status_delivery,Sun Nov 26 00:31:30 +0000 2017
5282,116922,Okay amazon lost my package gr8,"Oh no! I'm sorry to hear your order hasn't arrived! Have you had a chance to contact us about this issue? If so, what options were we able to provide? We want to make sure this issue has been resolved for you!",5280,order_status_delivery,Sun Nov 26 00:20:00 +0000 2017
5285,116923,hey amazon - please help me :( i hVe tried calling and chatting with y’all but keep hitting walls. DM?,"We'd like to help in any way we can, Juan! I've enabled direct messaging. Without providing personal or account information, please tell us a little more about what's going on. ^FD https://t.co/1XyLaGkcaN",5283,order_status_delivery,Sun Nov 26 00:19:30 +0000 2017
5284,116923,I’m looking to reroute all my packages (except 1) to a nearby Amazon locker. I’ll DM you now :),Thanks for the information. We've responded to your DM.,5286,order_status_delivery,Sun Nov 26 00:46:00 +0000 2017
5293,116926,Solicitud (foto del estado de cuenta),Puedes también comunicarte a través del siguiente enlace de contacto para que se revise tu caso: https://t.co/hWMtJrYuBU,5292,order_status_delivery,Sun Nov 26 00:18:28 +0000 2017
5296,116926,Jamas volvere a comprar en :'v,"¡Hola! Lamentamos cualquier molestia ocasionada, ¿puedes contarnos lo sucedido?",5294,order_status_delivery,Sun Nov 26 00:09:00 +0000 2017
5298,116927,Que hueva tendré que veré vaselina por Amazon prime video. Obvio me pasan una lana por promocionar prime video,Hola Val Damon. Puedes hacer una prueba gratuita de Prime Video si nunca lo has usado. Accesa este enlace: https://t.co/Ce2tgqK8PV,5297,subscription_and_prime,Sun Nov 26 00:18:28 +0000 2017
5304,116931,"I have 2 echos and set up multi room music playback. How do you switch back and forth between multi room audio and playing on only one? Sometimes I like whole house, sometimes I don't want to wake up my wife. #echo #alexa","Please try asking Alexa to stop playing your music, and then ask her to play your music again, but without referencing the ""Multi-Room Music group"" you were previously using: https://t.co/gR1MEFl0If",5303,digital_and_devices,Sun Nov 26 00:16:00 +0000 2017
